compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason,prebbb_layer_v21,prebbb_evidence_tier_v21,final_score_prebbb_v21,canonical_smiles,swissadme_bbb_prediction,swissadme_gi_absorption,swissadme_pgp_substrate,swissadme_bioavailability_score,swissadme_pains_alerts,swissadme_brenk_alerts,swissadme_leadlikeness_violations,swissadme_synthetic_accessibility,manual_final_bbb_layer,BBB_score,manual_review_note,reviewed_by,reviewed_date,after_bbb_review_status,final_score_after_bbb,after_bbb_final_layer,after_bbb_interpretation_note,after_bbb_rank
mebendazole,mebendazole,NFE2L2,0.3316021747727051,0.1809923442141132,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.2018253396864852,1.943593701716684e-05,70.63008133715563,44,mebendazole HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0892511412373128,1.0,1.0,0.6809923442141133,0.4982547299083229,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5285693095531562,0.0178502282474625,0.18,0.16,0.024,0.065,0.0817190813056936,0.0,0.0,0.2,0.18,0.38,0.1485693095531561,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1485693095531561,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1485693095531561,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,85
menadione,menadione,NFE2L2,0.3268894136412321,0.1664816114438899,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.0976898859262832,4.6190836249356725e-05,63.86299141852705,54,menadione HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0803525235469092,1.0,1.0,0.6664816114438898,0.4944242859795839,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5250482980826486,0.0160705047093818,0.18,0.16,0.024,0.065,0.0799777933732667,0.0,0.0,0.2,0.18,0.38,0.1450482980826486,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1450482980826486,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1450482980826486,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,86
7646-79-9,7646-79-9,NFE2L2,0.574092275083224,0.4124300203593676,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.2692169982312057,1.4524161517640386e-11,69.34404185794389,17,7646-79-9 CTD 00000928,DSigDB,未自动识别；需人工核实,unknown,0.3,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.179219343910994,1.0,1.0,0.9124300203593676,0.5157602048020477,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.522335471225323,0.0358438687821988,0.18,0.16,0.024,0.013,0.1094916024431241,0.0,0.0,0.2,0.18,0.38,0.1423354712253229,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1423354712253229,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1423354712253229,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,87
TERT-BUTYL HYDROPEROXIDE,TERT-BUTYL HYDROPEROXIDE,NFE2L2,0.3377909641738005,0.16273785302802,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.1178816306464856,6.744389886888516e-07,57.52956825593981,24,TERT-BUTYL HYDROPEROXIDE CTD 00007349,DSigDB,environmental_toxicant,environmental_toxicant,0.65,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1043738569575353,1.0,1.0,0.6627378530280201,0.5223311853295023,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,True,False,False,True,NFE2L2,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5054033137548695,0.020874771391507,0.18,0.16,0.052,0.013,0.0795285423633624,0.0,0.0,0.2,0.18,0.38,0.1254033137548694,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.1254033137548694,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.1254033137548694,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,88
dinoprost,dinoprost,THRB,0.5010138992281804,0.5010138992281804,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576467770165661,0.2017615720214794,62.58334006884147,39,dinoprost HL60 UP,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0258863787872655,1.0,1.0,1.0,0.6027659136361797,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.6101772757574531,0.0051772757574531,0.18,0.16,0.08,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.110177275757453,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.110177275757453,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.110177275757453,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,89
thapsigargin,thapsigargin,THRB,0.4891872317439056,0.164016214500492,THRB:2;NFE2L2:1,NFE2L2_core_program;THRB_core_program;THRB_regulon_targets,3,3,THRB_core_program,0.0576989929327775,3.649153482521449e-05,55.94534976697327,48,thapsigargin PC3 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,high_caution_toxic_or_research_chemical,0.05,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0779598396015032,1.0,1.0,0.664016214500492,0.4655092490404903,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,,mechanistic_reference_only_excluded_from_main,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,False,True,THRB,工具化合物/高风险或需人工复核类别。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.4722739136603597,0.0155919679203006,0.18,0.16,0.024,0.013,0.079681945740059,0.0,0.0,0.2,0.18,0.38,0.0922739136603597,tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0922739136603597,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0922739136603597,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,90
ethaverine,ethaverine,THRB,0.5805327727430847,0.5805327727430847,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1589990391098136,0.1520216827430066,318.3547328251434,13,ethaverine PC3 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.153899985259403,1.0,1.0,1.0,0.5431699955778209,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5797799970518807,0.0307799970518806,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.0797799970518806,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0797799970518806,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0797799970518806,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,91
etilefrine,etilefrine,THRB,0.5332774887829073,0.5332774887829073,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1579863792952348,0.1879167611881415,166.7913365695687,20,etilefrine PC3 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0777583545884832,1.0,1.0,1.0,0.5203275063765449,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5645516709176966,0.0155516709176966,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.0645516709176966,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0645516709176966,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0645516709176966,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,92
1-butanol,1-butanol,THRB,0.5284636818232609,0.5284636818232609,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1579863792952348,0.1879167611881415,151.13839929513645,22,1-butanol CTD 00007334,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0700353181963968,1.0,1.0,1.0,0.5180105954589189,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5630070636392794,0.0140070636392793,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.0630070636392794,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0630070636392794,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0630070636392794,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,93
phenoxybenzamine,phenoxybenzamine,THRB,0.520870406175676,0.520870406175676,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1579531900974611,0.1892268319389974,126.5162089708299,25,phenoxybenzamine MCF7 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0578423025122412,1.0,1.0,1.0,0.5143526907536723,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5605684605024484,0.0115684605024482,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.0605684605024483,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0605684605024483,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0605684605024483,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,94
chlorpromazine,chlorpromazine,THRB,0.5039645975123643,0.5039645975123643,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,72.0700051727417,35,chlorpromazine PC3 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0306372250351697,1.0,1.0,1.0,0.5061911675105508,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.555127445007034,0.0061274450070339,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.055127445007034,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.055127445007034,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.055127445007034,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,95
cefalotin,cefalotin,THRB,0.5035600088055333,0.5035600088055333,THRB:2,THRB_core_program;THRB_regulon_targets,2,2,THRB_core_program,0.1576989929327775,0.1995682971117345,70.7544140609547,36,cefalotin HL60 UP,DSigDB,未自动识别；需人工核实,unknown,0.3,identifier_or_tool_compound_manual_review,0.25,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.0299881227066225,1.0,1.0,1.0,0.5059964368119867,因毒性/广谱细胞毒性/滥用风险/工具化合物属性，仅保留在补充表，不进入 pre-BBB 主表。,False,THRB gene set 较小；FDR 较弱但具轴线/机制支持，保留为 manual_review_weak_fdr。,manual_review_weak_fdr,pending_manual_swissadme,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 THRB internal_control-associated synaptic/calcium/homeostatic-supportive program 的探索性候选线索，不解释为直接激动 THRB 即治疗。,True,False,True,True,THRB,工具化合物/高风险或需人工复核类别。 THRB weak-FDR 或弱 FDR 手工复核候选。 CNS/epilepsy 转化语境不足或需人工核查。,False,0.5549976245413245,0.0059976245413245,0.18,0.16,0.024,0.065,0.12,0.12,0.0,0.2,0.18,0.5,0.0549976245413245,weak_fdr;tool_or_broad_epigenetic;low_cns_epilepsy_relevance,retained_full_list,supplementary,保留在 supplementary/retained full list；未达到 v2.1 primary 或 supportive 门槛。,retained_full_list,supplementary,0.0549976245413245,,,,,,,,,,not_reviewed_bbb_pending,,,,,not_reviewed_bbb_pending,0.0549976245413245,retained_full_list_after_bbb,未进行 v2.1 SwissADME/BBB 复核；保留在 retained/supplementary。,96
